VX,VY, tiempo
2.647240000000000149e-01,-3.779750000000000054e-01,9.462400000000000091e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.463400000000000318e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.464410000000000309e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.465410000000000537e+02
2.647220000000000129e-01,-3.779730000000000034e-01,9.466409999999999627e+02
2.647220000000000129e-01,-3.779730000000000034e-01,9.467409999999999854e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.468410000000000082e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.469420000000000073e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.470420000000000300e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.471420000000000528e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.472419999999999618e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.473419999999999845e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.474420000000000073e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.475420000000000300e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.476430000000000291e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.477430000000000518e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.478429999999999609e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.479429999999999836e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.480430000000000064e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.481430000000000291e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.482440000000000282e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.483440000000000509e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.484439999999999600e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.485439999999999827e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.486440000000000055e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.487450000000000045e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.488450000000000273e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.489450000000000500e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.490449999999999591e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.491449999999999818e+02
2.647229999999999861e-01,-3.779719999999999747e-01,9.492450000000000045e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.493460000000000036e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.494460000000000264e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.495460000000000491e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.496459999999999582e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.497459999999999809e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.498460000000000036e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.499470000000000027e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.500470000000000255e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.501470000000000482e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.502469999999999573e+02
2.647229999999999861e-01,-3.779719999999999747e-01,9.503469999999999800e+02
2.647229999999999861e-01,-3.779719999999999747e-01,9.504470000000000027e+02
2.647240000000000149e-01,-3.779719999999999747e-01,9.505480000000000018e+02
2.647220000000000129e-01,-3.779699999999999727e-01,9.506480000000000246e+02
2.647229999999999861e-01,-3.779699999999999727e-01,9.507480000000000473e+02
2.647209999999999841e-01,-3.779689999999999994e-01,9.508479999999999563e+02
2.647220000000000129e-01,-3.779689999999999994e-01,9.509489999999999554e+02
2.647209999999999841e-01,-3.779669999999999974e-01,9.510489999999999782e+02
2.647220000000000129e-01,-3.779680000000000262e-01,9.511490000000000009e+02
2.647220000000000129e-01,-3.779680000000000262e-01,9.512490000000000236e+02
2.647229999999999861e-01,-3.779689999999999994e-01,9.513490000000000464e+02
2.647229999999999861e-01,-3.779689999999999994e-01,9.514489999999999554e+02
2.647240000000000149e-01,-3.779699999999999727e-01,9.515499999999999545e+02
2.647240000000000149e-01,-3.779699999999999727e-01,9.516499999999999773e+02
2.647240000000000149e-01,-3.779699999999999727e-01,9.517500000000000000e+02
2.647249999999999881e-01,-3.779699999999999727e-01,9.518500000000000227e+02
2.647249999999999881e-01,-3.779699999999999727e-01,9.519500000000000455e+02
2.647249999999999881e-01,-3.779699999999999727e-01,9.520510000000000446e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.521509999999999536e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.522509999999999764e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.523509999999999991e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.524510000000000218e+02
2.647269999999999901e-01,-3.779710000000000014e-01,9.525520000000000209e+02
2.647269999999999901e-01,-3.779710000000000014e-01,9.526520000000000437e+02
2.647269999999999901e-01,-3.779710000000000014e-01,9.527519999999999527e+02
2.647269999999999901e-01,-3.779710000000000014e-01,9.528519999999999754e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.529519999999999982e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.530520000000000209e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.531520000000000437e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.532530000000000427e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.533529999999999518e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.534529999999999745e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.535529999999999973e+02
2.647280000000000189e-01,-3.779710000000000014e-01,9.536530000000000200e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.537530000000000427e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.538529999999999518e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.539539999999999509e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.540539999999999736e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.541539999999999964e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.542540000000000191e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.543540000000000418e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.544539999999999509e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.545539999999999736e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.546549999999999727e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.547549999999999955e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.548550000000000182e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.549550000000000409e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.550549999999999500e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.551549999999999727e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.552559999999999718e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.553559999999999945e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.554560000000000173e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.555560000000000400e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.556570000000000391e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.557569999999999482e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.558569999999999709e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.559569999999999936e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.560579999999999927e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.561580000000000155e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.562580000000000382e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.563579999999999472e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.564579999999999700e+02
2.647289999999999921e-01,-3.779710000000000014e-01,9.565579999999999927e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.566580000000000155e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.567580000000000382e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.568590000000000373e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.569589999999999463e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.570589999999999691e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.571589999999999918e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.572590000000000146e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.573590000000000373e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.574589999999999463e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.575589999999999691e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.576589999999999918e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.577590000000000146e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.578590000000000373e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.579589999999999463e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.580599999999999454e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.581599999999999682e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.582599999999999909e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.583600000000000136e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.584600000000000364e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.585599999999999454e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.586599999999999682e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.587599999999999909e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.588600000000000136e+02
2.647300000000000209e-01,-3.779710000000000014e-01,9.589600000000000364e+02
2.647280000000000189e-01,-3.779689999999999994e-01,9.590599999999999454e+02
2.647280000000000189e-01,-3.779689999999999994e-01,9.591609999999999445e+02
2.647269999999999901e-01,-3.779669999999999974e-01,9.592599999999999909e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.593609999999999900e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.594610000000000127e+02
2.647280000000000189e-01,-3.779680000000000262e-01,9.595610000000000355e+02
2.647280000000000189e-01,-3.779689999999999994e-01,9.596609999999999445e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.597609999999999673e+02
2.647269999999999901e-01,-3.779669999999999974e-01,9.598609999999999900e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.599619999999999891e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.600620000000000118e+02
2.647269999999999901e-01,-3.779680000000000262e-01,9.601620000000000346e+02
2.647269999999999901e-01,-3.779689999999999994e-01,9.602619999999999436e+02
2.647269999999999901e-01,-3.779689999999999994e-01,9.603619999999999663e+02
2.647269999999999901e-01,-3.779699999999999727e-01,9.604629999999999654e+02
2.647269999999999901e-01,-3.779699999999999727e-01,9.605629999999999882e+02
2.647269999999999901e-01,-3.779699999999999727e-01,9.606620000000000346e+02
2.647269999999999901e-01,-3.779699999999999727e-01,9.607630000000000337e+02
2.647260000000000169e-01,-3.779680000000000262e-01,9.608630000000000564e+02
2.647260000000000169e-01,-3.779689999999999994e-01,9.609629999999999654e+02
2.647260000000000169e-01,-3.779689999999999994e-01,9.610629999999999882e+02
2.647260000000000169e-01,-3.779689999999999994e-01,9.611630000000000109e+02
2.647260000000000169e-01,-3.779699999999999727e-01,9.612630000000000337e+02
2.647260000000000169e-01,-3.779699999999999727e-01,9.613630000000000564e+02
2.647260000000000169e-01,-3.779699999999999727e-01,9.614629999999999654e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.615639999999999645e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.616639999999999873e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.617640000000000100e+02
2.647260000000000169e-01,-3.779710000000000014e-01,9.618640000000000327e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.619640000000000555e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.620650000000000546e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.621649999999999636e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.622649999999999864e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.623650000000000091e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.624650000000000318e+02
2.647260000000000169e-01,-3.779719999999999747e-01,9.625650000000000546e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.626660000000000537e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.627659999999999627e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.628659999999999854e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.629660000000000082e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.630660000000000309e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.631660000000000537e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.632659999999999627e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.633669999999999618e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.634669999999999845e+02
2.647260000000000169e-01,-3.779730000000000034e-01,9.635670000000000073e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.636670000000000300e+02
2.647249999999999881e-01,-3.779710000000000014e-01,9.637670000000000528e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.638669999999999618e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.639679999999999609e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.640679999999999836e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.641680000000000064e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.642680000000000291e+02
2.647249999999999881e-01,-3.779719999999999747e-01,9.643680000000000518e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.644690000000000509e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.645689999999999600e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.646689999999999827e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.647690000000000055e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.648690000000000282e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.649690000000000509e+02
2.647249999999999881e-01,-3.779730000000000034e-01,9.650689999999999600e+02
2.647240000000000149e-01,-3.779710000000000014e-01,9.651689999999999827e+02
2.647240000000000149e-01,-3.779719999999999747e-01,9.652699999999999818e+02
2.647240000000000149e-01,-3.779719999999999747e-01,9.653700000000000045e+02
2.647240000000000149e-01,-3.779719999999999747e-01,9.654700000000000273e+02
2.647240000000000149e-01,-3.779719999999999747e-01,9.655700000000000500e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.656699999999999591e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.657699999999999818e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.658709999999999809e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.659710000000000036e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.660710000000000264e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.661710000000000491e+02
2.647240000000000149e-01,-3.779730000000000034e-01,9.662709999999999582e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.663709999999999809e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.664710000000000036e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.665710000000000264e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.666710000000000491e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.667720000000000482e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.668719999999999573e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.669719999999999800e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.670720000000000027e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.671720000000000255e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.672720000000000482e+02
2.647240000000000149e-01,-3.779739999999999767e-01,9.673719999999999573e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.674719999999999800e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.675729999999999791e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.676730000000000018e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.677730000000000246e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.678730000000000473e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.679729999999999563e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.680729999999999791e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.681730000000000018e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.682730000000000246e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.683730000000000473e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.684729999999999563e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.685739999999999554e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.686739999999999782e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.687740000000000009e+02
2.647220000000000129e-01,-3.779730000000000034e-01,9.688740000000000236e+02
2.647220000000000129e-01,-3.779730000000000034e-01,9.689740000000000464e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.690750000000000455e+02
2.647229999999999861e-01,-3.779730000000000034e-01,9.691749999999999545e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.692749999999999773e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.693750000000000000e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.694750000000000227e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.695750000000000455e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.696749999999999545e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.697749999999999773e+02
2.647229999999999861e-01,-3.779739999999999767e-01,9.698750000000000000e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.699759999999999991e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.700760000000000218e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.701760000000000446e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.702759999999999536e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.703759999999999764e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.704759999999999991e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.705760000000000218e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.706770000000000209e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.707770000000000437e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.708769999999999527e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.709769999999999754e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.710769999999999982e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.711770000000000209e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.712780000000000200e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.713780000000000427e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.714779999999999518e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.715779999999999745e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.716779999999999973e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.717780000000000200e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.718780000000000427e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.719790000000000418e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.720789999999999509e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.721789999999999736e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.722789999999999964e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.723790000000000191e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.724790000000000418e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.725789999999999509e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.726789999999999736e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.727789999999999964e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.728790000000000191e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.729790000000000418e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.730800000000000409e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.731799999999999500e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.732799999999999727e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.733799999999999955e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.734809999999999945e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.735810000000000173e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.736810000000000400e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.737809999999999491e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.738809999999999718e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.739809999999999945e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.740810000000000173e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.741820000000000164e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.742820000000000391e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.743819999999999482e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.744819999999999709e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.745819999999999936e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.746829999999999927e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.747830000000000155e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.748830000000000382e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.749829999999999472e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.750829999999999700e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.751829999999999927e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.752839999999999918e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.753840000000000146e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.754840000000000373e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.755839999999999463e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.756839999999999691e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.757839999999999918e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.758849999999999909e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.759850000000000136e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.760850000000000364e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.761849999999999454e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.762849999999999682e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.763859999999999673e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.764859999999999900e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.765860000000000127e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.766860000000000355e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.767859999999999445e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.768859999999999673e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.769859999999999900e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.770860000000000127e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.771870000000000118e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.772870000000000346e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.773869999999999436e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.774869999999999663e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.775869999999999891e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.776870000000000118e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.777880000000000109e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.778880000000000337e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.779880000000000564e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.780879999999999654e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.781879999999999882e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.782880000000000109e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.783880000000000337e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.784890000000000327e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.785890000000000555e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.786889999999999645e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.787889999999999873e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.788890000000000100e+02
2.647229999999999861e-01,-3.779759999999999787e-01,9.789890000000000327e+02
2.647209999999999841e-01,-3.779739999999999767e-01,9.790900000000000318e+02
2.647209999999999841e-01,-3.779739999999999767e-01,9.791900000000000546e+02
2.647220000000000129e-01,-3.779739999999999767e-01,9.792899999999999636e+02
2.647220000000000129e-01,-3.779739999999999767e-01,9.793899999999999864e+02
2.647220000000000129e-01,-3.779739999999999767e-01,9.794900000000000091e+02
2.647220000000000129e-01,-3.779739999999999767e-01,9.795910000000000082e+02
2.647220000000000129e-01,-3.779750000000000054e-01,9.796910000000000309e+02
2.647220000000000129e-01,-3.779750000000000054e-01,9.797910000000000537e+02
2.647220000000000129e-01,-3.779750000000000054e-01,9.798909999999999627e+02
2.647220000000000129e-01,-3.779750000000000054e-01,9.799909999999999854e+02
2.647220000000000129e-01,-3.779750000000000054e-01,9.800910000000000082e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.801920000000000073e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.802920000000000300e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.803920000000000528e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.804919999999999618e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.805919999999999845e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.806929999999999836e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.807930000000000064e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.808930000000000291e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.809930000000000518e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.810929999999999609e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.811929999999999836e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.812930000000000064e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.813940000000000055e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.814940000000000282e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.815940000000000509e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.816939999999999600e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.817939999999999827e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.818949999999999818e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.819950000000000045e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.820950000000000273e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.821950000000000500e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.822949999999999591e+02
2.647229999999999861e-01,-3.779750000000000054e-01,9.823949999999999818e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.824950000000000045e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.825960000000000036e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.826960000000000264e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.827960000000000491e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.828959999999999582e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.829959999999999809e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.830960000000000036e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.831970000000000027e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.832970000000000255e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.833970000000000482e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.834969999999999573e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.835969999999999800e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.836970000000000027e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.837980000000000018e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.838980000000000246e+02
2.647240000000000149e-01,-3.779750000000000054e-01,9.839980000000000473e+02
