X,Y
-1.022999999999999972e+02,-4.000000000000000000e+00
-1.029361809045226153e+02,-4.027638190954774267e+00
-1.035723618090452192e+02,-4.055276381909547645e+00
-1.042085427135678373e+02,-4.082914572864321912e+00
-1.048447236180904554e+02,-4.110552763819095290e+00
-1.054809045226130593e+02,-4.138190954773869557e+00
-1.061170854271356774e+02,-4.165829145728642935e+00
-1.067532663316582955e+02,-4.193467336683417201e+00
-1.073894472361808994e+02,-4.221105527638190580e+00
-1.080256281407035175e+02,-4.248743718592964846e+00
-1.086618090452261356e+02,-4.276381909547739113e+00
-1.092979899497487395e+02,-4.304020100502512491e+00
-1.099341708542713576e+02,-4.331658291457286758e+00
-1.105703517587939757e+02,-4.359296482412060136e+00
-1.112065326633165796e+02,-4.386934673366834403e+00
-1.118427135678391977e+02,-4.414572864321607781e+00
-1.124788944723618016e+02,-4.442211055276382048e+00
-1.131150753768844197e+02,-4.469849246231155426e+00
-1.137512562814070378e+02,-4.497487437185929693e+00
-1.143874371859296417e+02,-4.525125628140703071e+00
-1.150236180904522598e+02,-4.552763819095477338e+00
-1.156597989949748779e+02,-4.580402010050251604e+00
-1.162959798994974818e+02,-4.608040201005024983e+00
-1.169321608040200999e+02,-4.635678391959799249e+00
-1.175683417085427038e+02,-4.663316582914572628e+00
-1.182045226130653219e+02,-4.690954773869346894e+00
-1.188407035175879400e+02,-4.718592964824120273e+00
-1.194768844221105439e+02,-4.746231155778894539e+00
-1.201130653266331620e+02,-4.773869346733668806e+00
-1.207492462311557802e+02,-4.801507537688442184e+00
-1.213854271356783840e+02,-4.829145728643216451e+00
-1.220216080402010022e+02,-4.856783919597989829e+00
-1.226577889447236203e+02,-4.884422110552764096e+00
-1.232939698492462242e+02,-4.912060301507537474e+00
-1.239301507537688423e+02,-4.939698492462311741e+00
-1.245663316582914604e+02,-4.967336683417085119e+00
-1.252025125628140643e+02,-4.994974874371859386e+00
-1.258386934673366824e+02,-5.022613065326632764e+00
-1.264748743718593005e+02,-5.050251256281407031e+00
-1.271110552763819044e+02,-5.077889447236181297e+00
-1.277472361809045225e+02,-5.105527638190954676e+00
-1.283834170854271406e+02,-5.133165829145728942e+00
-1.290195979899497445e+02,-5.160804020100502321e+00
-1.296557788944723484e+02,-5.188442211055276587e+00
-1.302919597989949807e+02,-5.216080402010049966e+00
-1.309281407035175846e+02,-5.243718592964824232e+00
-1.315643216080401885e+02,-5.271356783919598499e+00
-1.322005025125628208e+02,-5.298994974874371877e+00
-1.328366834170854247e+02,-5.326633165829145256e+00
-1.334728643216080286e+02,-5.354271356783919522e+00
-1.341090452261306609e+02,-5.381909547738693789e+00
-1.347452261306532648e+02,-5.409547738693467167e+00
-1.353814070351758687e+02,-5.437185929648241434e+00
-1.360175879396985010e+02,-5.464824120603014812e+00
-1.366537688442211049e+02,-5.492462311557789079e+00
-1.372899497487437088e+02,-5.520100502512562457e+00
-1.379261306532663411e+02,-5.547738693467336724e+00
-1.385623115577889450e+02,-5.575376884422110990e+00
-1.391984924623115489e+02,-5.603015075376884369e+00
-1.398346733668341813e+02,-5.630653266331658635e+00
-1.404708542713567851e+02,-5.658291457286432014e+00
-1.411070351758793890e+02,-5.685929648241206280e+00
-1.417432160804020214e+02,-5.713567839195979658e+00
-1.423793969849246253e+02,-5.741206030150753925e+00
-1.430155778894472292e+02,-5.768844221105528192e+00
-1.436517587939698615e+02,-5.796482412060301570e+00
-1.442879396984924654e+02,-5.824120603015074948e+00
-1.449241206030150693e+02,-5.851758793969849215e+00
-1.455603015075377016e+02,-5.879396984924623482e+00
-1.461964824120603055e+02,-5.907035175879396860e+00
-1.468326633165829094e+02,-5.934673366834171127e+00
-1.474688442211055417e+02,-5.962311557788944505e+00
-1.481050251256281456e+02,-5.989949748743718771e+00
-1.487412060301507495e+02,-6.017587939698492150e+00
-1.493773869346733818e+02,-6.045226130653266416e+00
-1.500135678391959857e+02,-6.072864321608040683e+00
-1.506497487437185896e+02,-6.100502512562814061e+00
-1.512859296482412219e+02,-6.128140703517587440e+00
-1.519221105527638258e+02,-6.155778894472362595e+00
-1.525582914572864297e+02,-6.183417085427135973e+00
-1.531944723618090620e+02,-6.211055276381909351e+00
-1.538306532663316659e+02,-6.238693467336682730e+00
-1.544668341708542698e+02,-6.266331658291457885e+00
-1.551030150753769021e+02,-6.293969849246231263e+00
-1.557391959798995060e+02,-6.321608040201004641e+00
-1.563753768844221099e+02,-6.349246231155778908e+00
-1.570115577889447138e+02,-6.376884422110553174e+00
-1.576477386934673461e+02,-6.404522613065326553e+00
-1.582839195979899500e+02,-6.432160804020100819e+00
-1.589201005025125539e+02,-6.459798994974874198e+00
-1.595562814070351862e+02,-6.487437185929648464e+00
-1.601924623115577901e+02,-6.515075376884421843e+00
-1.608286432160803940e+02,-6.542713567839196109e+00
-1.614648241206030264e+02,-6.570351758793970376e+00
-1.621010050251256303e+02,-6.597989949748743754e+00
-1.627371859296482342e+02,-6.625628140703517133e+00
-1.633733668341708380e+02,-6.653266331658291399e+00
-1.640095477386934704e+02,-6.680904522613065666e+00
-1.646457286432160743e+02,-6.708542713567839044e+00
-1.652819095477386782e+02,-6.736180904522612423e+00
-1.659180904522613105e+02,-6.763819095477386689e+00
-1.665542713567839144e+02,-6.791457286432160956e+00
-1.671904522613065183e+02,-6.819095477386934334e+00
-1.678266331658291506e+02,-6.846733668341708601e+00
-1.684628140703517829e+02,-6.874371859296482867e+00
-1.690989949748743584e+02,-6.902010050251256246e+00
-1.697351758793969907e+02,-6.929648241206029624e+00
-1.703713567839195946e+02,-6.957286432160803891e+00
-1.710075376884421985e+02,-6.984924623115578157e+00
-1.716437185929648308e+02,-7.012562814070351536e+00
-1.722798994974874631e+02,-7.040201005025125802e+00
-1.729160804020100386e+02,-7.067839195979899181e+00
-1.735522613065326709e+02,-7.095477386934673447e+00
-1.741884422110552748e+02,-7.123115577889446826e+00
-1.748246231155778787e+02,-7.150753768844221092e+00
-1.754608040201005110e+02,-7.178391959798995359e+00
-1.760969849246231149e+02,-7.206030150753768737e+00
-1.767331658291457188e+02,-7.233668341708542115e+00
-1.773693467336683511e+02,-7.261306532663317270e+00
-1.780055276381909550e+02,-7.288944723618090649e+00
-1.786417085427135589e+02,-7.316582914572864027e+00
-1.792778894472361912e+02,-7.344221105527637405e+00
-1.799140703517587951e+02,-7.371859296482412560e+00
-1.805502512562813990e+02,-7.399497487437185939e+00
-1.811864321608040314e+02,-7.427135678391960205e+00
-1.818226130653266637e+02,-7.454773869346734472e+00
-1.824587939698492391e+02,-7.482412060301507850e+00
-1.830949748743718715e+02,-7.510050251256281229e+00
-1.837311557788944754e+02,-7.537688442211055495e+00
-1.843673366834170793e+02,-7.565326633165829762e+00
-1.850035175879397116e+02,-7.592964824120603140e+00
-1.856396984924623155e+02,-7.620603015075376518e+00
-1.862758793969849194e+02,-7.648241206030150785e+00
-1.869120603015075517e+02,-7.675879396984925052e+00
-1.875482412060301556e+02,-7.703517587939698430e+00
-1.881844221105527595e+02,-7.731155778894472697e+00
-1.888206030150753918e+02,-7.758793969849246075e+00
-1.894567839195979957e+02,-7.786432160804020342e+00
-1.900929648241205996e+02,-7.814070351758793720e+00
-1.907291457286432319e+02,-7.841708542713567986e+00
-1.913653266331658358e+02,-7.869346733668342253e+00
-1.920015075376884397e+02,-7.896984924623115631e+00
-1.926376884422110720e+02,-7.924623115577889010e+00
-1.932738693467336759e+02,-7.952261306532663276e+00
-1.939100502512562798e+02,-7.979899497487437543e+00
-1.945462311557789121e+02,-8.007537688442210921e+00
-1.951824120603014876e+02,-8.035175879396984300e+00
-1.958185929648241199e+02,-8.062814070351759455e+00
-1.964547738693467522e+02,-8.090452261306532833e+00
-1.970909547738693561e+02,-8.118090452261306211e+00
-1.977271356783919600e+02,-8.145728643216081366e+00
-1.983633165829145923e+02,-8.173366834170854744e+00
-1.989994974874371678e+02,-8.201005025125628123e+00
-1.996356783919598001e+02,-8.228643216080403278e+00
-2.002718592964824325e+02,-8.256281407035174880e+00
-2.009080402010050364e+02,-8.283919597989950034e+00
-2.015442211055276402e+02,-8.311557788944725189e+00
-2.021804020100502726e+02,-8.339195979899496791e+00
-2.028165829145728480e+02,-8.366834170854271946e+00
-2.034527638190954804e+02,-8.394472361809045324e+00
-2.040889447236181127e+02,-8.422110552763818703e+00
-2.047251256281407166e+02,-8.449748743718593857e+00
-2.053613065326633205e+02,-8.477386934673365460e+00
-2.059974874371859528e+02,-8.505025125628140614e+00
-2.066336683417085283e+02,-8.532663316582915769e+00
-2.072698492462311606e+02,-8.560301507537687371e+00
-2.079060301507537929e+02,-8.587939698492462526e+00
-2.085422110552763684e+02,-8.615577889447235904e+00
-2.091783919597990007e+02,-8.643216080402009283e+00
-2.098145728643216330e+02,-8.670854271356784437e+00
-2.104507537688442369e+02,-8.698492462311557816e+00
-2.110869346733668408e+02,-8.726130653266331194e+00
-2.117231155778894447e+02,-8.753768844221106349e+00
-2.123592964824120486e+02,-8.781407035175879727e+00
-2.129954773869346809e+02,-8.809045226130653106e+00
-2.136316582914573132e+02,-8.836683417085428260e+00
-2.142678391959799171e+02,-8.864321608040201639e+00
-2.149040201005025210e+02,-8.891959798994975017e+00
-2.155402010050251249e+02,-8.919597989949748396e+00
-2.161763819095477288e+02,-8.947236180904521774e+00
-2.168125628140703611e+02,-8.974874371859296929e+00
-2.174487437185929934e+02,-9.002512562814070307e+00
-2.180849246231155689e+02,-9.030150753768843686e+00
-2.187211055276382012e+02,-9.057788944723618840e+00
-2.193572864321608051e+02,-9.085427135678392219e+00
-2.199934673366834090e+02,-9.113065326633165597e+00
-2.206296482412060413e+02,-9.140703517587940752e+00
-2.212658291457286452e+02,-9.168341708542712354e+00
-2.219020100502512491e+02,-9.195979899497487509e+00
-2.225381909547738815e+02,-9.223618090452260887e+00
-2.231743718592964854e+02,-9.251256281407034265e+00
-2.238105527638190893e+02,-9.278894472361809420e+00
-2.244467336683417216e+02,-9.306532663316582799e+00
-2.250829145728643255e+02,-9.334170854271356177e+00
-2.257190954773869294e+02,-9.361809045226131332e+00
-2.263552763819095617e+02,-9.389447236180904710e+00
-2.269914572864321656e+02,-9.417085427135678088e+00
-2.276276381909547695e+02,-9.444723618090453243e+00
-2.282638190954774018e+02,-9.472361809045224845e+00
-2.289000000000000057e+02,-9.500000000000000000e+00
