X,Y, tiempo
-1.032448699999999953e+01,2.580083000000000126e+00,2.532300000000000040e+01
-1.036029300000000042e+01,2.589030000000000165e+00,2.542299999999999827e+01
-1.041626600000000025e+01,2.602895999999999876e+00,2.552299999999999969e+01
-1.045210699999999981e+01,2.611699999999999910e+00,2.562300000000000111e+01
-1.050589300000000037e+01,2.624804999999999833e+00,2.572299999999999898e+01
-1.054176700000000011e+01,2.633477000000000068e+00,2.582400000000000162e+01
-1.059559899999999999e+01,2.646390999999999938e+00,2.592399999999999949e+01
-1.063150300000000037e+01,2.654939999999999856e+00,2.602400000000000091e+01
-1.068537800000000004e+01,2.667676999999999854e+00,2.612399999999999878e+01
-1.072130899999999976e+01,2.676112999999999964e+00,2.622400000000000020e+01
-1.077522199999999941e+01,2.688689000000000107e+00,2.632499999999999929e+01
-1.081117700000000070e+01,2.697023000000000170e+00,2.642500000000000071e+01
-1.086512500000000081e+01,2.709454000000000029e+00,2.652499999999999858e+01
-1.090110100000000060e+01,2.717697999999999947e+00,2.662500000000000000e+01
-1.095732899999999965e+01,2.730513999999999886e+00,2.672500000000000142e+01
-1.099332300000000018e+01,2.738678000000000168e+00,2.682499999999999929e+01
-1.104732699999999923e+01,2.750874000000000041e+00,2.692599999999999838e+01
-1.108333700000000022e+01,2.758973000000000120e+00,2.702599999999999980e+01
-1.113736199999999954e+01,2.771081000000000127e+00,2.712600000000000122e+01
-1.117338400000000043e+01,2.779129000000000183e+00,2.722599999999999909e+01
-1.122742500000000021e+01,2.791169000000000011e+00,2.732600000000000051e+01
-1.126345700000000072e+01,2.799177999999999944e+00,2.742599999999999838e+01
-1.131751000000000040e+01,2.811170000000000169e+00,2.752599999999999980e+01
-1.135354799999999997e+01,2.819153000000000020e+00,2.762699999999999889e+01
-1.140760799999999975e+01,2.831115000000000048e+00,2.772700000000000031e+01
-1.144364900000000063e+01,2.839084000000000163e+00,2.782700000000000173e+01
-1.149771199999999993e+01,2.851034999999999986e+00,2.792699999999999960e+01
-1.153375499999999931e+01,2.859002999999999961e+00,2.802700000000000102e+01
-1.159006899999999973e+01,2.871459000000000206e+00,2.812699999999999889e+01
-1.162611000000000061e+01,2.879436999999999802e+00,2.822800000000000153e+01
-1.168016700000000085e+01,2.891418999999999961e+00,2.832799999999999940e+01
-1.171620300000000015e+01,2.899418999999999969e+00,2.842800000000000082e+01
-1.177025199999999927e+01,2.911439000000000110e+00,2.852799999999999869e+01
-1.180628100000000025e+01,2.919470000000000010e+00,2.862800000000000011e+01
-1.186031799999999947e+01,2.931544000000000150e+00,2.872800000000000153e+01
-1.189633800000000008e+01,2.939614999999999867e+00,2.882900000000000063e+01
-1.195035999999999987e+01,2.951756000000000046e+00,2.892899999999999849e+01
-1.198636899999999983e+01,2.959874000000000116e+00,2.902899999999999991e+01
-1.204037300000000066e+01,2.972093000000000096e+00,2.912900000000000134e+01
-1.207637000000000072e+01,2.980266999999999999e+00,2.922899999999999920e+01
-1.213260400000000061e+01,2.993087000000000053e+00,2.932900000000000063e+01
-1.216858599999999946e+01,3.001323999999999881e+00,2.942999999999999972e+01
-1.222254900000000077e+01,3.013727999999999962e+00,2.953000000000000114e+01
-1.225851600000000019e+01,3.022031000000000134e+00,2.962999999999999901e+01
-1.231245400000000068e+01,3.034536999999999818e+00,2.973000000000000043e+01
-1.234840499999999963e+01,3.042910000000000004e+00,2.982999999999999829e+01
-1.240231799999999929e+01,3.055524000000000129e+00,2.992999999999999972e+01
-1.243825099999999928e+01,3.063969999999999860e+00,3.003099999999999881e+01
-1.249213800000000063e+01,3.076693999999999818e+00,3.016300000000000026e+01
-1.252805399999999914e+01,3.085214000000000123e+00,3.023100000000000165e+01
-1.258191399999999938e+01,3.098050000000000193e+00,3.033099999999999952e+01
-1.262005500000000069e+01,3.107183000000000028e+00,3.043100000000000094e+01
-1.267388799999999982e+01,3.120134000000000185e+00,3.053099999999999881e+01
-1.270976699999999937e+01,3.128804999999999836e+00,3.063200000000000145e+01
-1.276357299999999917e+01,3.141866999999999965e+00,3.073199999999999932e+01
-1.279943500000000078e+01,3.150611000000000050e+00,3.083200000000000074e+01
-1.283528899999999950e+01,3.159384000000000192e+00,3.093199999999999861e+01
-1.288905800000000035e+01,3.172595999999999972e+00,3.103200000000000003e+01
-1.292489499999999936e+01,3.181439000000000128e+00,3.113200000000000145e+01
-1.297863899999999937e+01,3.194752999999999954e+00,3.123300000000000054e+01
-1.301445999999999970e+01,3.203662000000000010e+00,3.133299999999999841e+01
-1.306817999999999991e+01,3.217073000000000071e+00,3.143299999999999983e+01
-1.310398499999999977e+01,3.226045000000000051e+00,3.153300000000000125e+01
-1.315768199999999943e+01,3.239545999999999815e+00,3.163299999999999912e+01
-1.319347299999999912e+01,3.248575000000000212e+00,3.173300000000000054e+01
-1.324938599999999944e+01,3.262726999999999933e+00,3.183399999999999963e+01
-1.328516300000000072e+01,3.271809999999999885e+00,3.193400000000000105e+01
-1.333882000000000012e+01,3.285470999999999808e+00,3.203399999999999892e+01
-1.337458499999999972e+01,3.294601000000000113e+00,3.213400000000000034e+01
-1.342822600000000044e+01,3.308329000000000075e+00,3.223400000000000176e+01
-1.346398100000000042e+01,3.317499999999999893e+00,3.233400000000000318e+01
-1.351760799999999918e+01,3.331284999999999830e+00,3.243399999999999750e+01
-1.355335400000000057e+01,3.340491999999999795e+00,3.253499999999999659e+01
-1.360696899999999943e+01,3.354324999999999779e+00,3.263499999999999801e+01
-1.364270800000000072e+01,3.363560999999999801e+00,3.273499999999999943e+01
-1.369631200000000071e+01,3.377432000000000212e+00,3.283500000000000085e+01
-1.373427900000000079e+01,3.387268999999999863e+00,3.293500000000000227e+01
-1.378787600000000069e+01,3.401171000000000166e+00,3.303499999999999659e+01
-1.382360599999999984e+01,3.410445999999999867e+00,3.313600000000000279e+01
-1.387719899999999917e+01,3.424367000000000161e+00,3.323599999999999710e+01
-1.391292600000000057e+01,3.433653000000000066e+00,3.333599999999999852e+01
-1.396651600000000037e+01,3.447583999999999982e+00,3.343599999999999994e+01
-1.400224200000000074e+01,3.456874000000000002e+00,3.353600000000000136e+01
-1.405583099999999952e+01,3.470807000000000198e+00,3.363700000000000045e+01
-1.409155799999999914e+01,3.480094999999999938e+00,3.373700000000000188e+01
-1.414514800000000072e+01,3.494022000000000183e+00,3.383700000000000330e+01
-1.418310999999999922e+01,3.503883000000000081e+00,3.393699999999999761e+01
-1.423670399999999958e+01,3.517795000000000005e+00,3.403699999999999903e+01
-1.427243499999999976e+01,3.527063000000000059e+00,3.413799999999999812e+01
-1.432603399999999993e+01,3.540954000000000157e+00,3.423799999999999955e+01
-1.436176999999999992e+01,3.550205000000000055e+00,3.433800000000000097e+01
-1.441537699999999944e+01,3.564067000000000096e+00,3.443800000000000239e+01
-1.445111799999999924e+01,3.573297000000000168e+00,3.453799999999999670e+01
-1.450473399999999913e+01,3.587124999999999897e+00,3.463799999999999812e+01
-1.454048200000000080e+01,3.596331000000000166e+00,3.473899999999999721e+01
-1.459410800000000030e+01,3.610119000000000078e+00,3.483899999999999864e+01
-1.462986199999999926e+01,3.619296999999999986e+00,3.493900000000000006e+01
-1.468573499999999932e+01,3.633612999999999982e+00,3.503900000000000148e+01
-1.472149800000000042e+01,3.642759999999999998e+00,3.517099999999999937e+01
-1.477514900000000075e+01,3.656454999999999789e+00,3.523899999999999721e+01
-1.481091999999999942e+01,3.665569000000000077e+00,3.534000000000000341e+01
-1.486458299999999966e+01,3.679213999999999984e+00,3.543999999999999773e+01
-1.490036399999999972e+01,3.688292999999999822e+00,3.553999999999999915e+01
-1.495404000000000089e+01,3.701884999999999870e+00,3.564000000000000057e+01
-1.498982900000000029e+01,3.710929000000000144e+00,3.574000000000000199e+01
-1.504351899999999986e+01,3.724467999999999890e+00,3.584000000000000341e+01
-1.507931699999999964e+01,3.733474999999999877e+00,3.594100000000000250e+01
-1.513302099999999939e+01,3.746958999999999929e+00,3.604099999999999682e+01
-1.516882799999999953e+01,3.755930000000000213e+00,3.614099999999999824e+01
-1.522478399999999965e+01,3.769918999999999798e+00,3.624099999999999966e+01
-1.526060000000000016e+01,3.778853999999999935e+00,3.634100000000000108e+01
-1.531433099999999925e+01,3.792228999999999850e+00,3.644100000000000250e+01
-1.535015600000000013e+01,3.801127999999999840e+00,3.654200000000000159e+01
-1.540389899999999912e+01,3.814452000000000176e+00,3.664200000000000301e+01
-1.543973199999999935e+01,3.823316999999999855e+00,3.674199999999999733e+01
-1.549348799999999926e+01,3.836590999999999863e+00,3.684199999999999875e+01
-1.552932900000000060e+01,3.845423999999999953e+00,3.694200000000000017e+01
-1.558309700000000042e+01,3.858651000000000053e+00,3.704299999999999926e+01
-1.561894599999999933e+01,3.867453999999999947e+00,3.714300000000000068e+01
-1.567272400000000054e+01,3.880637000000000114e+00,3.724300000000000210e+01
-1.571082099999999926e+01,3.889959999999999862e+00,3.734300000000000352e+01
-1.576460900000000009e+01,3.903102000000000071e+00,3.744299999999999784e+01
-1.580047099999999993e+01,3.911849999999999827e+00,3.754399999999999693e+01
-1.585426900000000039e+01,3.924955999999999889e+00,3.764399999999999835e+01
-1.589013600000000004e+01,3.933680999999999983e+00,3.774399999999999977e+01
-1.594394100000000059e+01,3.946753999999999873e+00,3.784400000000000119e+01
-1.597981300000000005e+01,3.955459999999999976e+00,3.794400000000000261e+01
-1.603362399999999965e+01,3.968504999999999949e+00,3.804500000000000171e+01
-1.606950000000000145e+01,3.977193000000000200e+00,3.814500000000000313e+01
-1.612331800000000115e+01,3.990215000000000067e+00,3.824499999999999744e+01
-1.615919699999999892e+01,3.998889999999999834e+00,3.834499999999999886e+01
-1.621302000000000021e+01,4.011892999999999709e+00,3.844500000000000028e+01
-1.625114500000000106e+01,4.021098000000000283e+00,3.854500000000000171e+01
-1.628702799999999939e+01,4.029758000000000173e+00,3.864500000000000313e+01
-1.634085500000000124e+01,4.042741999999999614e+00,3.874600000000000222e+01
-1.637674099999999910e+01,4.051395000000000302e+00,3.884599999999999653e+01
-1.643056899999999843e+01,4.064371999999999652e+00,3.894599999999999795e+01
-1.646645600000000087e+01,4.073020999999999781e+00,3.904599999999999937e+01
-1.652028500000000122e+01,4.085994999999999600e+00,3.914699999999999847e+01
-1.655617200000000011e+01,4.094642999999999589e+00,3.924699999999999989e+01
-1.661000100000000046e+01,4.107617000000000296e+00,3.934700000000000131e+01
-1.664588699999999832e+01,4.116267999999999816e+00,3.944700000000000273e+01
-1.669971500000000120e+01,4.129247000000000334e+00,3.954699999999999704e+01
-1.673784300000000158e+01,4.138442999999999650e+00,3.964699999999999847e+01
-1.679166999999999987e+01,4.151430999999999649e+00,3.974799999999999756e+01
-1.682755300000000176e+01,4.160092999999999819e+00,3.984799999999999898e+01
-1.688137700000000052e+01,4.173092999999999719e+00,3.994800000000000040e+01
-1.691725800000000035e+01,4.181764000000000259e+00,4.004800000000000182e+01
-1.697107700000000108e+01,4.194778999999999591e+00,4.017999999999999972e+01
-1.700695599999999885e+01,4.203460999999999892e+00,4.024799999999999756e+01
-1.706077099999999902e+01,4.216493999999999964e+00,4.034899999999999665e+01
-1.709664599999999979e+01,4.225189000000000306e+00,4.044899999999999807e+01
-1.715045699999999940e+01,4.238241999999999621e+00,4.054899999999999949e+01
-1.718632900000000063e+01,4.246951000000000143e+00,4.064900000000000091e+01
-1.724013400000000118e+01,4.260025999999999868e+00,4.074900000000000233e+01
-1.727824400000000082e+01,4.269295999999999758e+00,4.084899999999999665e+01
-1.733204299999999876e+01,4.282396000000000313e+00,4.095000000000000284e+01
-1.736790699999999887e+01,4.291136999999999979e+00,4.104999999999999716e+01
